created_at,default_profile,description,favourites_count,followers_count,friends_count,id,location,screen_name,statuses_count,verified,account_age_days,account_type
2017-03-30 23:10:40,True,"Hard work beats talent when talent doesn't work hard. #SouthernMom💙💛#HBCU
#GoJags #softballmom🥎🏈 #KHive  #NoRacismAllowed #BlackTwitter #AlabamaGrown
🐝",10620,918,1483,847586905977790464,"Alabama, USA",TabathaWaters98,15962,False,1237,human
2010-09-22 15:18:17,False,Proudly representing California's 27th District in the U.S. House of Representatives. Ways and Means. Small Business. Chair of @CAPAC.,641,75990,46697,193732179,"Pasadena, CA",RepJudyChu,6211,True,3618,human
2014-02-09 17:42:21,True,,92466,185,214,2334131662,milan italy,2000gmw,30757,False,2382,bot
2009-09-29 18:52:09,False,"TV Host, Producer, Singer, Husband and Father of 3.",826,293553,520,78385842,CINCY/LA,NickLachey,6400,True,3976,human
2009-09-22 09:10:42,False,Periodista. Analista Politico. Editor General de CDMX MAGACÍN. Presidente de AMPRYT. Jamás respondo a trolls ni bots.,5657,82564,32751,76289403,MÉXICO D.F.,Alejandro_Lelo,122495,False,3984,human
2011-05-31 04:27:58,False,Disiplin + Fokus + خير,16665,99904,74376,308287890,خير ,ipansu,119763,False,3368,bot
2011-11-22 03:38:25,False,"Twitch: https://t.co/CX1NternSQ
Reaction Channel: https://t.co/aB6KDkSiy0",34853,155,510,418389089,unknown,ReesesPOV,3702,False,3193,human
2008-08-04 22:45:38,False,"Writer of TV. Seller of unaired pilots. Co-creator of the SATC spinoff BERGER with my co-pilot for life, @davidgrossTV. The Burgeroticist™. RACISTS NOT WELCOME.",51376,13281,1858,15729017,"Los Angeles, CA",Gennefer,54581,False,4397,human
2007-04-25 20:22:21,False,I used to change this.,14410,1685,666,5507572,"San Francisco, CA",F6x,34292,False,4864,human
2009-07-20 12:34:48,False,⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ Artist ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀Instagram:@sarasammakia ⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀Email:sarasam8@hotmail.com⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,4872,15721,93,58461854,"London, England",SaraSammakia,16088,False,4047,human
2010-08-18 06:21:26,False,HI👋🏾 MISS.COOKIE HERE; MOM 51 MUSIC LOVER: I ADORE #MICHAELJACKSON 💞 MJSUPERFAN/4LIFE #LLTKINGMJJ 👑❣️ PROTECTIVE OF MJs MEMORY LEGACY #RealMJFan I'm #NotOnInsta,93099,1343,4427,179837404,"BALTIMORE, MD",MISSCOOKIE1223,63511,False,3654,human
2008-03-16 11:41:49,False,"ITV (pol ed), Speakers for Schools (founder), writer (WTF), Hospice UK (vice pres), Arsenal (East Stand), Peston (as in #Peston show, 10.45pm Weds). So?",159,1119498,1439,14157134,unknown,Peston,26980,True,4538,human
2009-08-11 16:26:19,False,"Official Michael Waddell Twitter. A country boy from Booger Bottom, GA. Husband to a great wife and blessed with 5 healthy younguns! Founder of Bone Collector.",6976,137715,536,64757296,"Georgia, USA",BoogerBottom,11946,True,4025,human
2009-05-02 16:35:00,False,"Grupo COSTUMBRE de Zapata, TX. Música Norteña- Texana Romántica Latin Grammy Winners FB @grupocostumbre youtube: /puracostumbre Contrataciones: +1 9567652221",3546,22572,1601,37229778,"Zapata, Texas",grupocostumbre,14491,False,4126,human
2011-08-31 21:30:44,True,,2214,20,61,365694298,unknown,mtvmoviefan,2995,False,3275,bot
2012-12-28 18:16:11,True,Internal Communications professional in financial services. Trade stocks & options on the side. Always up for a run in Central Park! https://t.co/Dxwn4HDBfg,70420,1358,233,1042814112,"New York, NY",MaryNYC1,19048,False,2790,human
2010-09-22 15:08:49,False,"Digital Designer, Photographer, & I love Coffee. Support @ProjectALS so we can battle and win against this horrible disease.",5232,75,375,193728764,"New York, NY",cynthiayip,3839,False,3618,human
2009-03-13 03:22:11,True,,13883,171,1049,24117754,"springfield, mo",Poshy2005,10757,False,4177,human
2015-08-24 02:54:26,True,,184,35,402,3327665070,unknown,sashafoxx,120,False,1822,human
2017-07-31 17:15:03,False,"Librarian. Music lover. Laid back. Toledo, Ohio grown and current. Always learning, singing, and wandering. Home at last.",796,110,771,892071119666245638,United States,CristyDanford,81,False,1114,bot
2016-08-07 00:03:10,True,slowly literally rotting @maisumcasalpreto - insta,28455,821,939,762076581506453505,"Porto Alegre, Brasil",_Mauriciorib,24236,False,1473,human
2012-07-12 21:11:05,False,get following on instagram @wayne_86,2829,305,214,634130682,unknown,wayned420,4329,False,2959,human
2009-09-07 19:29:46,True,"Teacher, writer, reader, gamer, pet lover, wife.",7990,105,398,72360880,"Philadelphia, PA",KelsReyes,2278,False,3998,human
2010-05-07 18:22:34,False,,582,34,0,141299741,unknown,harikaar008,876,False,3756,bot
2010-07-20 07:10:52,False,Exploring Los Angeles,42085,72,264,168565518,"Chatsworth, Los Angeles",unniphilip,4385,False,3683,human
2010-02-12 02:04:54,False,Security admin. Communicator. Futurist. Amateur comedian. I think that I'm funny. Others may disagree.,863,112,122,113517906,"Saint Louis, Missouri",kc0wir,1631,False,3841,human
2018-06-09 21:36:15,True,,0,4,48,1005564252948582401,"Muara Bungo, Indonesia",JhonSjbt,33,False,801,bot
2010-06-02 10:27:57,False,原稿やってる？　@mae365が欲しくて作った原稿ユーリbot。24時間見張ってるツンツンデレ。ユーリも疲れてるらしくたまに寝てたり無視するけどいじめないであげてね。元々身内用だったのでフォローの際はご注意を。フォローのみ手動でまとめて。※ご要望はDMで,0,714,747,150996744,あんたのうしろ,genkou_yuri,1258100,False,3731,bot
2012-03-20 20:59:10,False,,1607,7,45,531632887,unknown,silenfoot,2373,False,3073,bot
2013-12-19 18:47:42,True,"I work in medical/edu fields. I'm a fan of @Reds, @SonomaStompers, @Seahawks, @Cuse/@Yale sports, architecture, golfing, & yachting. Tweets are not med advice.",25834,403,994,2253916442,🔬New York⛵️Rhode Island ⛳️,DrMaria2001,24749,False,2434,human
2016-10-23 21:23:37,True,"Cosplayer! NASA software engineer! Cat friend! Banner pics by @quintillakay

Just enjoying building random crap and sharing it with whoever's interested :)",5826,152,226,790302681537449985,unknown,nikkikaray,1722,False,1395,human
2017-06-17 05:34:27,False,"Scruffy looking nerf herder and @twitch broadcaster

Contact 📬 svgegent@gmail.com",3307,172,594,875949740503859204,"Los Angeles, CA",SVGEGENT,1001,False,1159,human
2009-07-08 22:22:59,False,"Co-Host of @TheTalkCBS, Judge on @DancingABC, Founder https://t.co/qYbW5GlP0C, Dancer, Choreographer, Animal rescuer/lover. Instagram: @CarrieAnnInaba",5522,291529,1581,55050269,Los Angeles,carrieanninaba,14535,True,4059,human
2013-11-15 19:29:42,True,"Surgeon, activist, mom, partner, friend. Trying to learn a little every day. CEO and President, American Board of Surgery",6512,2173,322,2196506641,Philadelphia,BuyskeJ,2336,False,2468,human
2012-03-28 04:21:05,False,"I am a freelance storyboard illustrator, cartoonist and print on demand designer.",1599,1084,2384,538713703,Chicago,SeituArt,21693,False,3066,human
2011-11-19 04:17:00,True,"Word nerd. Adventurer. Communications Consultant. Infinitely curious. Tweets travel, startups, tech and ideas that may change the 🌎.",2106,727,4140,416028833,Estados Unidos,lorisussle,1993,False,3196,human
2008-05-07 18:53:00,False,"It is a lack of a true seeking to understand death in our culture today that has made us all dead on arrival to this life!
 - me ✨🖤",17316,110,681,14690197,"Tennessee, USA",Natabull,3384,False,4486,human
2017-03-07 22:12:47,True,#stayathome,16916,467,320,839237419815796736,tri-state area,favjerseygal,16214,False,1260,human
2012-09-03 22:59:39,True,is in deep concentration,2562,36,34,801383178,The muthafuckin spot,The_Homie_Jared,2905,False,2906,bot
2009-12-25 20:10:59,True,Small. Loud. Cute. Proud.,9678,137,140,99352713,unknown,mykidsfault,7043,False,3889,human
2009-08-21 18:46:01,False,HOLA 👋🏼 ⛔️ Baja el Nuevo Album ............................👇🏼,11530,460305,271,67683993,Mexico,elhartista,7707,True,4015,human
2017-04-03 23:27:50,True,Live a life you will remember,1110,26,0,849040777485406208,"Minnesota, USA",neil_bigaouette,1524,False,1233,bot
2012-02-01 21:59:51,True,,81,350,670,480777445,"San Antonio, TX",angie_geminii,1137,False,3121,human
2011-02-23 19:31:58,False,"Spreading happiness one blog at a time!
We love helping entrepreneurs and small businesses start a blog. Providing FREE WordPress installation services.",2,350,0,256643151,"Portland, OR",BeFreeBlogSetup,405,False,3464,human
2011-08-22 00:04:52,False,house ♡,14937,1189,905,359667189,unknown,Trophieboi,31379,False,3285,human
2012-08-17 20:44:12,True,"Me gusta lo difícil, pero no tanto. Humanista de vocación, matemático de profesión, creo en el superhombre. 20 inviernos.",2367,21,44,764417455,Santiago - Chile,altamiranok94,3234,False,2923,bot
2009-12-06 00:36:55,False,"40 años de carrera en la industria del entretenimiento hispano. CANTANTE, ACTRIZ Y CONDUCTORA. #SoloMeFaltabasTu https://t.co/ErL1Qombx1",1182,8637189,50,94900238,Mexico,LuceroMexico,43368,True,3909,human
2014-04-17 01:26:57,False,KSU Alumna| 🐩| 1 Thessalonians 4:11| BLM 🖤,10404,673,672,2448430657,"Georgia, USA",jaxee_,24711,False,2316,human
2011-01-24 22:09:15,False,Creative Director  |  Co-founder of @BpkgFootball https://t.co/8OjKUFRTzG,2080,82,150,242484876,"Miami, Fl",pradaniel1982,2876,False,3494,bot
2011-05-10 20:58:35,False,"Singer, Songwriter, Actress 🎬 9x Scenebot Honorable Mention and 12x Top Select",29136,585,900,296484990,United States,KaitlynTck,8803,False,3388,human
2014-05-28 20:02:39,True,,101,3,0,2530740348,unknown,SharonPurtill,114,False,2274,bot
2012-01-31 18:06:20,False,https://t.co/v595PA9r5I,466,752474,428,479727198,unknown,ClintBowyer,5695,True,3122,human
2009-06-29 01:07:03,False,656,1325,25,851,51904755,unknown,mu2060,1807,False,4069,bot
2012-09-27 07:20:13,False,@UFC Flyweight Champion 17 time World Champion 🏆Appearances/sponsorship/seminars teambullet2018@gmail.com,1701,731524,302,848822905,Las Vegas ,BulletValentina,7196,True,2883,human
2009-04-04 17:59:28,False,"Music making, nappy changing, book writing, Christmas loving, picture taking, song singing, guitar playing, galaxy defending, Dad.",14,1273320,670,28838048,Pizza Planet,TomFletcher,40656,True,4154,human
2009-05-11 19:34:19,False,"Canal de noticias 24 horas de @rtve 
▪https://t.co/kwp0u6LCE6
▪IG: https://t.co/YDdelHs6FP
▪Facebook: https://t.co/5WHlrF8FNB
▪Youtube: https://t.co/srvqHQp4fJ",3617,1437950,935,39321874,unknown,24h_tve,300978,True,4117,bot
2009-07-15 22:08:22,False,Kpop/Books/College/Languages,1781,19,67,57152873,Studying at home,LochNelMonster,2425,False,4052,bot
2018-03-01 21:32:20,False,"A comic about a secret organization and their fight against injustice and corruption, coming soon to Kickstarter!",21,8,91,969324483185119232,The City,VeiledComic,26,False,901,human
2012-07-28 07:02:34,True,"Nature enthusiasts🐍🐾. Lover of all things scary and dangerous 🌚. Wiccan by night Student by day 😪. BLACK QUEER LIVES MATTER. No justice, No Peace.",46919,271,346,721683182,"Ohio, USA",nai8478,19460,False,2944,human
2016-12-08 08:30:58,True,Love bowling🎳,39499,311,2807,806778079074873345,unknown,shirooooshi,3165,False,1350,bot
2015-06-04 22:42:48,True,"News Reporter @WESH, formerly @WIS10, @KLTV7, @oursoutheastern grad. Musician, Saints fan ⚜️ & 🇵🇷 Fb: paulriverawesh, Instagram: paultherivera",6771,1382,678,3236435570,"Orlando, FL",PaulRiveraNews,8717,True,1902,human
2016-04-18 10:06:04,True,,1202,13,392,722003254716944384,unknown,suqichen1978,1755,False,1584,bot
2007-05-25 02:01:49,False,Founding member of the band Haim. Works at home for @ComedyCentral. Instagram: thetimduffy. timduffyster@gmail.com,176355,12207,1365,6300882,"Staten Island, NY",TimDuffy,44007,True,4835,human
2009-10-09 02:33:13,False,"Hidup mulia,mati masuk surga..berharap ridho allah",4354,933578,318,81007322,unknown,ariffsuyono,9039,False,3967,human
2011-06-21 14:02:29,False,Most achieved french player on Call of Duty @TeamVitality. Youtuber & Streamer @GotagaTV.,9955,1285743,850,321388777,contact@gotaga.tv,Gotaga,38906,True,3346,human
2013-12-14 23:47:21,False,may la flame live forever,196919,2047,643,2246320453,unknown,lordfIcko,241434,False,2439,human
2009-03-14 15:29:48,False,Join The Locals,1743,1303194,958,24382752,"Nashville, TN",bretteldredge,14256,True,4175,human
2013-02-18 22:26:52,False,thinking about hobi,7608,528,145,1195120315,loonarmyweeb ☆ 21 ☆ she/her,hobistear,18519,False,2738,human
2014-01-09 12:50:58,True,The Catamount Trail is Vermont's 300 mile long end-to-end ski trail. We advocate for BC skiers of all types and offer many different BC experiences (often free),0,348,0,2283543823,unknown,CatamountTrail,1910,False,2413,human
2012-09-06 08:34:36,True,Sweet girl. Blogger // Your favorite. Waiting you at https://t.co/9rTF7i8eCW,176,2,0,806363527,unknown,KisNikolett2,25,False,2904,bot
2009-03-10 14:33:20,False,IG: johnray_j snap: johnray10 email johnray1016@gmail.com,2711,2035,1768,23598426,"Fuquay-Varina, NC",JohnrayJ,9295,False,4179,human
2012-05-15 23:58:20,True,Educator. Musician. Foodie,2467,195,206,581438790,unknown,ajgagaza,2417,False,3017,bot
2016-09-03 02:55:37,True,Business and Financial News,1332,9,29,771904453700116480,unknown,merkushevaermi2,1332,False,1446,bot
2009-07-31 20:41:55,False,"ن Constitutional Conserv |#SMASHBullies| KravMaga| Im shadownbanned & reply deboosted
Also follow
https://t.co/I8XprKk4ge",1954,3030,722,61869915,#Trump2020,BMartin1776,135150,False,4036,human
2017-06-17 01:53:27,True,"اللهم صلي على محد وعلى الي محمد كما صليت على إبراهيم وعلى الي إبراهيم                           ((انك حيد مجي)).   صلو على محمد.....",29,0,0,875894126855802880,unknown,grxlfelpwbyseq1,216,False,1159,bot
2016-12-19 08:18:38,True,sc: ttiffanytruong,82,52,34,810761243048951808,unknown,tiffanytruong_,214,False,1339,human
2012-06-11 23:09:17,True,,2189,38,0,605823380,"Ardersier, Scotland",seanallan8781,3109,False,2990,bot
2011-05-21 19:09:39,False,"Small town political figure, satirist, philosopher, writer, foodie and beer snob. Lover of all things Detroit.   Warning: Posts made here may offend you.",55494,203,117,302786232,"West Branch, Michigan",mdjaxon,13936,False,3377,human
2010-08-09 14:27:56,False,- LA COBRA -,15040,2446999,31,176429522,Buenos Aires,baronjimena,19616,True,3662,human
2018-07-05 08:51:09,True,19 🤟🏼,772,65,114,1014793793353199617,htx,riphoesay,1281,False,776,human
2010-03-01 17:20:56,False,"columnist, author",3053,622471,409,118757160,unknown,tavleen_singh,21050,True,3823,human
2011-03-06 09:48:23,True,Modelo y Animadora  exparticipante de BAILALO3 Canal Uno .Ecuador,231,113181,297,261620277,Santiago de Chile,kattyatamayo,8028,False,3454,human
2009-05-11 19:52:56,False,,375,2986802,413,39325978,"New York, NY",TravieMcCoy,5175,True,4117,human
2012-04-04 23:26:10,True,,2185,14,108,545520971,unknown,pretty_baby3,3022,False,3058,bot
2011-06-20 06:15:59,True,"#CARTACANTA - IL QUIZ
Il nuovo programma con @marcotravaglio e Selvaggia Lucarelli
👉 Ora disponibile su https://t.co/7xWF4V099U",54,1593317,79,320603385,Roma e Torino ,marcotravaglio,13301,True,3348,human
2013-08-18 14:34:12,True,•Losing doesn't make me want to quit. It makes me want to fight that much harder -Bear Bryant •God's number☝🏼,414,57,1149,1680869150,unknown,noblesixxx76,444,False,2557,bot
2013-02-27 02:31:22,True,AHMO WHS,784,13,0,1223430648,unknown,lordskyman26,1103,False,2730,bot
2014-04-07 03:21:01,False,,18559,177,852,2431387897,unknown,iamjadesalon,5015,False,2326,human
2011-06-24 13:38:03,True,we are still building. follow us for updates on the website and app launch!,2458,88,0,323226897,Sinnoh,snowpointapp,3449,False,3343,bot
2017-01-14 07:29:27,True,#RENJUN: eww an nctzen,2788,3,216,820170949215432704,22 🌻,hyuckilvr,2103,False,1313,bot
2017-08-09 21:43:33,True,откГлама.Поши фетиш-атрибутики.,62,2,0,895400182111719424,unknown,bbslzupkxjz2642,96,False,1105,human
2016-08-17 09:10:08,True,HODL,1332,10,36,765838109976190976,unknown,FrolovYulij,1335,False,1463,bot
2006-10-24 03:32:27,False,NYT Bestselling author/business advisor. Host: The Backpack Show - https://t.co/t94zSY2GQI  // YT: https://t.co/2WGsr8EeOh // Contact: chris@chrisbrogan.com,14097,334820,529,10202,"Boston, MA",chrisbrogan,190751,True,5048,human
2009-07-25 10:34:58,False,"Separately and together, that is Girls' Generation",7386,306,446,60031646,In your mind,TurtleRua,24894,False,4043,human
2014-05-16 14:25:43,False,,2896,338,743,2499018968,unknown,bkatcap,7167,False,2286,human
2015-06-07 17:40:43,False,"[What sort of people live in this place?] Bot: @johnokane, made with http://t.co/jYkbN14MbW  @v21",6,833,25,3312196192,unknown,NiteAlps,3752,False,1899,bot
2011-12-18 09:15:38,False,,10,744733,10,439878961,Cairo,Mohamed_Habib_T,13209,False,3167,human
2016-09-04 06:21:36,True,Electronic Msic or Electronic Peple,103,2,0,772318677068722178,unknown,glawion_tambra,215,False,1445,human
2010-03-29 22:25:11,False,Booking info: konfrontationmuzik@gmail.com - Link to my @FanKeyOfficial channel below.,708,179268,867,127664378,Jamaica,MaestroMarley,6130,True,3795,human
2012-02-21 14:13:29,True,"Life in transition. Leaving L.A. & the Times as Film Critic. Heading to Austin to write books. Deep thots & opinions, however, will continue.",9171,2436,1052,498863526,Hollywood,BetsySharkey,5528,True,3101,human
2015-01-24 01:01:38,True,,3684,393,215,2995002759,unknown,Stunt8M,6216,False,2034,human
2009-04-21 05:31:03,False,pretending to know what's going on.,3773,155,0,33824300,The moon,rubyriz,10639,False,4138,bot
2011-08-07 21:39:24,False,"дир Comedy,Л.Кудрявцевой,П.Воли Прод: А.БОРОНИНОЙ  и С.Листопада
 Агент:М.Галустяна; Т.Батрутдинова, Г.Харламова,С.Слепакова,К.Нагиева,А.Денисовой",3,92243,1241,350496574,MOSCOW,A_Novatskiy,978,False,3299,human
2011-06-23 05:25:13,False,this is apparently where I release all of my rage at the current state of things and show off my cats. welcome,10859,142,295,322443251,"Carolina del Norte, USA",briightttt,2745,False,3345,human
2013-04-01 11:45:00,False,New day = New starting 🏋️,80,23247,18817,1320158370,"El Cairo, Egipto",DIDO_DM,10442,False,2696,human
2009-02-16 09:09:28,False,"Dan Carlin's Hardcore History Twitter feed quote: Yes, I know the show is late... endquote",19,272796,95,20972371,New Media,HardcoreHistory,10591,False,4202,bot
2007-10-14 23:14:05,False,@cryptopartynyc and sometimes @arthackday organizer. @freedomofpress digital security trainer. Sometimes writer. Opinions my own but you can have some. He/him.,27563,2783,1078,9444872,Nine-hundred ninety-nine feet under Donut County,huertanix,28824,False,4692,human
2009-06-12 14:28:28,False,"Mom of 3, known to be funny occasionally, die hard Yankees fan.",4019,110,1112,46662096,ROCHESTER NY,LAWTURK,508,False,4085,human
2012-05-30 23:23:06,False,https://t.co/IJJ7qwILvb,30478,690,619,595075029,unknown,_AlexisColin_,27720,False,3002,bot
2010-02-05 19:30:34,False,Just Tricey...simple as that:),1864,96,267,111673973,Paramount,ILYtricey,3565,False,3847,human
2012-09-26 20:03:26,False,Brand Builder & Marketing Consultant / Founder @haute_pro / Art Direction Professor @uatedu / Avid Reader 📚 / Lifelong Learner 💡,5808,2999,3789,848039305,"Arizona, USA",Dapzury,8876,False,2883,human
2009-07-07 12:46:57,False,"Senior auto analyst @themotleyfool. Cars, tech, cars and tech. Opinions mine, but they can be yours too. He/him. #EPluribusUnum",55769,5408,1526,54534867,Boston/NYC,john__rosevear,11722,True,4060,human
2010-02-13 22:05:15,False,Actor. Uncle. Goof. Facebook: https://t.co/xzcEnIZLyD Instagram: coltonlhaynes,2262,1835470,460,114035804,Los Angeles,ColtonLHaynes,10402,True,3839,human
2012-02-18 00:11:46,True,Do you like fast? Come in! 😁 https://t.co/VD3fc8nyqL,179,5,0,495453239,unknown,MaiconSales8,28,False,3105,bot
2011-07-02 23:07:32,False,"Cuando algo se quiere, siempre se puede. http://t.co/QVd0M8ADKh",3006,284,358,328205906,unknown,MayaDimas,20257,False,3335,bot
2012-06-04 06:40:07,True,"Journalist, Writer, Official Presidential Spokesperson, Nigeria, 2011-2015, Senior Research Associate, National Open University of Nigeria, TV Anchor, Arise TV",181,640139,1395,599001082,Nigeria ,abati1990,43052,True,2998,human
2009-09-10 15:28:19,False,"We teach students to learn!  Math, reading, writing, studing skills, ACT and SAT prep.",6,85,128,73141088,"Conway, AR",GPLConway,5820,False,3995,bot
2009-03-02 23:02:21,False,"Composer, #Phillies fan • Roomba enthusiast • @CurtisInstitute composition faculty, @Curtis2021 artistic director. Opinions 95% my own • insta: davidludwigmusic",16944,4700,703,22549433,Philadelphia,DLudwigMusic,11689,True,4187,human
2017-04-04 14:23:54,True,One picture worths 1k words. Day trading investing.,17,1,0,849266279848562689,Cincinnati,HNoVJngL8In55El,142,False,1232,bot
2013-04-24 15:20:34,True,Teflon Don,114220,492,856,1377305161,"Fox Chase, PA • Chandler, AZ",Donny_BIGGS,107091,False,2673,human
2009-03-08 18:22:08,False,"Welcome to the World of Wilbekin! I am a Renaissance Man, a Classic Man and a Native Son. #WOW",18068,18587,2874,23335967,"40.747742, -73.977509",EmilWilbekin,19596,True,4181,human
2011-12-27 14:22:06,False,ㄣ⃒,1015,1084,361,448009084,ca,222CASS,6998,False,3157,human
2010-11-30 21:51:48,True,,19,2,0,221517327,unknown,garcia7786,22,False,3549,bot
2010-03-06 03:52:29,False,"Especialista em p* nenhuma /
Só ano par me favorece /
Aquáriano demais /
 @jaugustopires",14681,239,3224,120330430,Gyn.GO.BR.!,jaugustopires,3267,False,3819,human
2011-07-15 17:58:55,False,i can babble a little,11,56,0,336069232,malaysia,shwuyiNg_,256,False,3322,human
2009-11-21 03:25:54,False,"Sports Editor, International Business Times; Writer, Cockeyed Optimist, Comedy Enthusiast",244,380,355,91491046,New York and LA,BobbyIlich,1098,True,3924,human
2009-01-23 15:47:52,True,,2479,47,166,19399072,NYC/Dusseldorf ,suny1,3073,False,4225,bot
2017-04-02 15:59:54,True,,1419,1,0,848565665283919872,unknown,nikuteArTeVs4p0,1420,False,1234,bot
2014-08-26 09:34:19,True,,226,10,224,2769558896,unknown,Sumforall,63,False,2185,bot
2011-12-17 02:37:33,False,the party never ends,23513,551,371,438838278,Boyle Heights 🔁 LBC,_YoungPeterr,77687,False,3168,human
2014-12-19 17:20:57,True,"⚽ Italian Football Player,📍Born in Legnano. Agent 👉 @TmpSoccer | Agency 👉 @StarsonField",29,1104391,33,2932344784,unknown,DarmianOfficial,243,True,2069,human
2009-06-03 06:50:36,True,,0,1305,1868,44310851,unknown,Rustemka,5145,False,4095,bot
2017-06-21 00:19:08,True,الإحترامُ ؛ يختصِر شخصيتُك إن كنتُ لا أعرفك ويزيدكَهيةً إن كنتُ أعرفَ,23,1,0,877319940465762311,unknown,vvutykaddrqyxd1,254,False,1155,bot
2013-09-16 15:15:15,False,"Writer, screenwriter, author, poet, and blogger. Army Retired. Literary Editor. CDL Trained. Married to the best Mami ever with two children. #BlackLivesMatter",10767,16645,2523,1871975262,"Tampa, FL",PeoplesCourt79,24700,False,2528,human
2015-07-02 13:02:50,False,300/3000,22081,899,444,3266054594,unknown,SUZZIRP,15996,False,1874,human
2011-05-19 23:36:11,False,😗✌🏻,16893,1290,862,301729291,"ZN, Rio de Janeiro ",larissavvaz,19959,False,3379,human
2012-12-21 23:21:03,False,الحساب الأول في تويتر الذي يقدم لكم المعلومات الغريبة (بالمصادر) - للإعلان واتساب 0548888840,4,1672795,1,1027350758,unknown,EH3H,40432,False,2797,human
2007-09-04 18:48:36,False,"Father, son, brother, sailor, cyclist, plasma physicist and once an acceptable koala perch.",1022,72,224,8652512,unknown,reinrag1a,1157,False,4732,human
2009-02-02 19:34:23,False,"The Official Twitter of Fashion Designer Vivienne Tam. http://t.co/sGeZQAEOOA
https://t.co/SvDMbjQsZe",741,13286,364,19924969,NYC,VivienneTam,3670,False,4215,human
2012-08-29 07:43:25,False,Moda y calidad al mejor precio de una manera sostenible.,428,173010,344,788792041,unknown,hmchile,5020,True,2912,human
2017-08-26 12:14:00,True,узыка моя жизн...общение важная ее чась...,91,1,0,901417443633098756,unknown,unvxsrhs2064,180,False,1088,human
2011-06-17 08:25:37,False,,925,755,197,318924291,unknown,EmmaLucyRoberts,18799,False,3351,human
2017-07-27 21:01:04,True,,120,1,0,890678446698975233,unknown,bwnyzadyqqf1714,239,False,1118,human
2011-09-17 15:27:12,False,Never underestimate the power of prayer. #JesusIsLord #BabyLivesMatter #Abolitionist #NothingIsAsItAppears #ProtectTheChildren Philippians 4:6 Matthew 18:6,85903,1751,1863,375135445,USA,AnneGlenn74,138468,False,3258,human
2008-09-30 02:12:45,False,"7 lives left. Dad to Logan, Jack and Julia. 1999 PSU grad and @13WHAM Meteorologist.⛈️☀️🌪️",8812,15510,1207,16522350,Earth,scotthetsko,16290,True,4341,human
2016-03-12 21:00:24,True,"Tweets majestic imagery of traffic. Inspired by @choochoobot
 // bot by @xxRobot",21,31,4,708759570319953920,unknown,vroom_vroom_bot,3547,False,1620,bot
2010-02-15 20:38:49,False,"Вечерний Ургант, Первый канал",2,4577055,1,114557496,"Moscow, Russia",urgantcom,1070,True,3837,human
2009-01-11 21:18:01,False,"Author | Actor | Manny on Disney Channel's ""Wizards of Waverly Place""| Director ""Out In The Open"" | My 1st book ""Scripting the Life You Want"" in Stores Now",34390,15548,686,18880069,"Los Angeles, CA",ChristynRoyce,7104,True,4237,human
2015-07-28 15:19:27,False,"Follow the blog for Philadelphia dog tips, info, features, and events. Created by a West Philly writer and the dog who rescued her.",915,267,246,3392143521,"Philadelphia, PA",LilDogBigPhilly,1337,False,1848,human
2016-08-18 03:09:45,True,Vampirecoin Developer,1332,8,31,766109803764736001,unknown,aglaidashubina2,1333,False,1462,bot
2015-07-29 03:01:20,True,TB💕 - https://t.co/t12ua2t5ik -,1786,134,383,3300133759,"Arlington, WA",itsgxxdy,570,False,1848,human
2009-07-31 20:37:09,False,Hi my name is Donna and I'm a Broadway show addict. :),1816,117,0,61868891,New York!,bwaybound31,2805,False,4036,human
2009-04-01 05:02:12,False,"Contact: nicolette@nappyboyent.com                                  
Gaming inquiries: tpain@sidequestmedia.com",1283,1223701,2341,28054681,GET UP,TPAIN,23952,True,4158,human
2010-02-05 19:50:08,True,"Co-creator/showrunner/director: Liza on Demand also Can't Hardly Wait, Josie and the Pussycats, @maryjanemtv",9261,1007,374,111678148,"Los Angeles, CA",HarryElfont,1318,True,3847,human
2009-01-23 17:48:36,False,"Watch the official music video for ""Patience"" now at https://t.co/W749zmWSyf.",128,1758422,542,19404587,unknown,chriscornell,4281,True,4225,human
2012-08-28 20:04:47,False,,151,32,115,787751112,unknown,elenascott4,235,False,2912,human
2013-01-03 21:10:23,False,,619,4,0,1058805697,unknown,SmTTuna16,861,False,2784,bot
2010-03-25 16:25:33,False,Spitfire is a national communication firm that works with nonprofits and foundations to help create their vision of a better world.,843,2799,810,126360358,"Washington, DC",SpitfireSays,3413,False,3799,human
2017-01-04 01:56:29,True,,1301,56,25,816463277643288577,United States,dastud7979,1826,False,1323,human
2009-04-11 05:57:44,False,Writer. Feminist. Snack-enthusiast. I got hacked for writing about cinnamon rolls. Then I got a James Beard Award. She/Her.,6464,103334,576,30409200,unknown,everywhereist,70123,True,4148,human
2014-08-31 17:12:19,False,ig: @drayray_ ✨,103249,762,399,2782664203,"San Antonio, TX",drayray_,64294,False,2179,human
